Sales_Order_No,Doc_Type,Order_Date,Delivery_Date,Invoice_Date,Payment_Date,Customer_ID,Customer_Name,City,State,Country,Customer_Type,Material_Code,Material_Desc,Category,Plant,Shipping_Point,Division,Sales_Rep,Quantity,Unit_Price_INR,Discount_Pct,Net_Value_INR,COGS_INR,Gross_Profit_INR,Profit_Margin_Pct,Delivery_Days,Payment_Days,Order_Status,Month,Quarter,Year
SO-2024170,ZEX,2024-07-07,2024-07-17,2024-07-19,2024-07-27,C011,Global Tech Corp,New York,NY,US,Export,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP03,30,SR004-Meena Nair,31,1167.57,8.97,32947.08,22320,10627.08,32.26,10,8.0,Payment Received,July,Q3,2024
SO-2024171,ZEX,2024-12-06,2024-12-15,2024-12-17,2025-01-29,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP03,20,SR001-Rahul Sharma,49,36378.03,9.45,1614102.48,1029000,585102.48,36.25,9,43.0,Payment Received,December,Q4,2024
SO-2024172,ZOR,2024-02-01,2024-02-21,2024-02-26,2024-03-09,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP01,30,SR005-Vikram Rao,37,8759.24,1.97,317692.92,188700,128992.92,40.6,20,12.0,Payment Received,February,Q1,2024
SO-2024173,OR,2024-09-18,2024-10-05,2024-10-06,2024-11-04,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP02,30,SR001-Rahul Sharma,9,8729.39,5.48,74257.94,45900,28357.94,38.19,17,29.0,Payment Received,September,Q3,2024
SO-2024174,ZOR,2024-01-02,2024-01-11,2024-01-16,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL01-Mumbai,SP02,10,SR003-Arjun Singh,3,1216.27,8.4,3342.13,2160,1182.13,35.37,9,,Cancelled,January,Q1,2024
SO-2024175,OR,2024-03-10,2024-03-26,2024-03-29,2024-05-25,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP03,30,SR002-Priya Patel,25,22380.17,11.01,497928.73,330000,167928.73,33.73,16,57.0,Payment Received,March,Q1,2024
SO-2024176,ZEX,2024-03-01,2024-03-09,2024-03-14,2024-04-08,C011,Global Tech Corp,New York,NY,US,Export,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP02,20,SR005-Vikram Rao,34,17443.84,11.74,523433.81,367200,156233.81,29.85,8,25.0,Payment Received,March,Q1,2024
SO-2024177,ZOR,2024-07-13,2024-07-23,2024-07-25,2024-08-23,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP03,20,SR005-Vikram Rao,23,34064.39,2.26,765760.41,483000,282760.41,36.93,10,29.0,Payment Received,July,Q3,2024
SO-2024178,ZEX,2024-05-03,2024-05-12,2024-05-13,2024-05-19,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP01,30,SR001-Rahul Sharma,39,14325.55,7.17,518618.69,351000,167618.69,32.32,9,6.0,Payment Received,May,Q2,2024
SO-2024179,OR,2024-04-29,2024-05-19,2024-05-21,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP03,20,SR005-Vikram Rao,50,5750.8,6.05,270153.16,180000,90153.16,33.37,20,,Invoiced,April,Q2,2024
SO-2024180,OR,2024-05-01,2024-05-13,2024-05-15,2024-06-26,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP03,10,SR004-Meena Nair,34,17696.82,3.61,579994.65,367200,212794.65,36.69,12,42.0,Payment Received,May,Q2,2024
SO-2024181,OR,2024-01-25,2024-02-08,2024-02-12,2024-04-02,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP03,20,SR002-Priya Patel,34,5986.86,5.0,193383.97,122400,70983.97,36.71,14,50.0,Payment Received,January,Q1,2024
SO-2024182,ZOR,2024-12-28,2025-01-04,2025-01-08,2025-03-07,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP01,20,SR002-Priya Patel,4,1241.23,11.61,4388.32,2880,1508.32,34.37,7,58.0,Payment Received,December,Q4,2024
SO-2024183,OR,2024-08-18,2024-09-01,2024-09-02,2024-10-06,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP01,10,SR002-Priya Patel,47,9132.49,0.62,426572.66,239700,186872.66,43.81,14,34.0,Payment Received,August,Q3,2024
SO-2024184,ZEX,2024-12-09,2024-12-29,2024-12-31,,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP01,10,SR001-Rahul Sharma,14,9723.79,4.0,130693.76,75600,55093.76,42.15,20,,Cancelled,December,Q4,2024
SO-2024185,ZEX,2024-05-04,2024-05-13,2024-05-17,2024-07-14,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP03,20,SR003-Arjun Singh,16,6196.87,9.31,89922.88,57600,32322.88,35.95,9,58.0,Payment Received,May,Q2,2024
SO-2024186,OR,2024-09-19,2024-10-07,2024-10-11,2024-10-17,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP01,30,SR002-Priya Patel,47,18367.62,10.08,776287.73,507600,268687.73,34.61,18,6.0,Payment Received,September,Q3,2024
SO-2024187,ZEX,2024-01-09,2024-01-20,2024-01-25,,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1003,Electrical,Electrical,PL02-Pune,SP01,20,SR005-Vikram Rao,38,22811.17,5.01,823388.49,501600,321788.49,39.08,11,,Invoiced,January,Q1,2024
SO-2024188,OR,2024-10-08,2024-10-21,2024-10-24,2024-12-11,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP02,10,SR002-Priya Patel,32,6569.86,7.7,194046.61,115200,78846.61,40.63,13,48.0,Payment Received,October,Q4,2024
SO-2024189,ZEX,2024-09-07,2024-09-15,2024-09-20,,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1009,Electrical,Electrical,PL03-Bangalore,SP01,10,SR004-Meena Nair,4,36000.71,10.07,129503.44,84000,45503.44,35.14,8,,Delivered,September,Q3,2024
SO-2024190,ZOR,2024-02-04,2024-02-11,2024-02-12,2024-02-25,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1004,Electrical,Electrical,PL03-Bangalore,SP02,30,SR004-Meena Nair,33,3564.41,0.73,116772.11,69300,47472.11,40.65,7,13.0,Payment Received,February,Q1,2024
SO-2024191,OR,2024-09-29,2024-10-19,2024-10-23,,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP03,20,SR002-Priya Patel,2,15441.19,3.3,29864.22,18000,11864.22,39.73,20,,Delivered,September,Q3,2024
SO-2024192,OR,2024-09-25,2024-10-02,2024-10-04,2024-10-16,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR004-Meena Nair,40,8746.23,9.78,315625.0,204000,111625.0,35.37,7,12.0,Payment Received,September,Q3,2024
SO-2024193,OR,2024-12-22,2025-01-01,2025-01-04,,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1004,Electrical,Electrical,PL02-Pune,SP02,30,SR004-Meena Nair,6,3668.21,10.3,19742.61,12600,7142.61,36.18,10,,Delivered,December,Q4,2024
SO-2024194,OR,2024-12-25,2025-01-02,2025-01-03,,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP01,10,SR005-Vikram Rao,28,15701.04,3.98,422152.81,252000,170152.81,40.31,8,,Open,December,Q4,2024
SO-2024195,OR,2024-01-24,2024-01-29,2024-02-01,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL01-Mumbai,SP03,10,SR004-Meena Nair,35,1241.43,0.39,43278.56,25200,18078.56,41.77,5,,Delivered,January,Q1,2024
SO-2024196,OR,2024-03-24,2024-04-14,2024-04-16,2024-05-22,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL01-Mumbai,SP03,30,SR001-Rahul Sharma,25,1261.87,6.49,29500.3,18000,11500.3,38.98,21,36.0,Payment Received,March,Q1,2024
SO-2024197,ZOR,2024-01-28,2024-02-03,2024-02-07,2024-02-21,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP01,30,SR003-Arjun Singh,5,18019.6,9.23,81783.7,54000,27783.7,33.97,6,14.0,Payment Received,January,Q1,2024
SO-2024198,ZEX,2024-09-08,2024-09-18,2024-09-21,2024-10-26,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP03,20,SR002-Priya Patel,25,6088.66,8.16,139801.28,90000,49801.28,35.62,10,35.0,Payment Received,September,Q3,2024
SO-2024199,ZEX,2024-02-12,2024-02-23,2024-02-25,2024-03-20,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP01,10,SR001-Rahul Sharma,46,9074.46,1.85,409697.28,234600,175097.28,42.74,11,24.0,Payment Received,February,Q1,2024
SO-2024200,ZOR,2024-07-03,2024-07-14,2024-07-15,2024-07-23,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP01,10,SR003-Arjun Singh,6,5868.65,5.39,33315.36,21600,11715.36,35.17,11,8.0,Payment Received,July,Q3,2024
SO-2024201,ZOR,2024-11-01,2024-11-14,2024-11-18,,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP03,30,SR002-Priya Patel,19,8602.61,9.35,148166.97,96900,51266.97,34.6,13,,Open,November,Q4,2024
SO-2024202,ZEX,2024-03-27,2024-04-03,2024-04-06,2024-04-25,C011,Global Tech Corp,New York,NY,US,Export,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP02,20,SR001-Rahul Sharma,18,12287.62,0.76,219498.03,129600,89898.03,40.96,7,19.0,Payment Received,March,Q1,2024
SO-2024203,OR,2024-05-06,2024-05-24,2024-05-29,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP03,20,SR003-Arjun Singh,13,1222.42,1.63,15633.02,9360,6273.02,40.13,18,,Open,May,Q2,2024
SO-2024204,OR,2024-08-08,2024-08-15,2024-08-18,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1006,Electrical,Electrical,PL02-Pune,SP02,20,SR004-Meena Nair,39,19657.65,2.41,748170.57,421200,326970.57,43.7,7,,Invoiced,August,Q3,2024
SO-2024205,OR,2024-06-15,2024-06-30,2024-07-03,2024-08-24,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1004,Electrical,Electrical,PL03-Bangalore,SP01,30,SR005-Vikram Rao,26,3516.63,11.18,81205.92,54600,26605.92,32.76,15,52.0,Payment Received,June,Q2,2024
SO-2024206,OR,2024-12-28,2025-01-06,2025-01-10,2025-03-02,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP03,20,SR002-Priya Patel,19,6448.15,0.83,121498.16,68400,53098.16,43.7,9,51.0,Payment Received,December,Q4,2024
SO-2024207,ZOR,2024-08-04,2024-08-19,2024-08-20,,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP02,30,SR001-Rahul Sharma,39,22481.47,4.81,834607.48,514800,319807.48,38.32,15,,Open,August,Q3,2024
SO-2024208,ZEX,2024-12-25,2025-01-14,2025-01-19,2025-02-28,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP03,30,SR001-Rahul Sharma,6,17395.3,2.98,101262.79,64800,36462.79,36.01,20,40.0,Payment Received,December,Q4,2024
SO-2024209,ZOR,2024-06-18,2024-07-04,2024-07-05,2024-07-05,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP03,10,SR004-Meena Nair,7,11865.73,6.13,77970.08,50400,27570.08,35.36,16,0.0,Payment Received,June,Q2,2024
SO-2024210,OR,2024-08-25,2024-09-15,2024-09-20,2024-09-29,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL01-Mumbai,SP01,30,SR002-Priya Patel,23,13195.86,5.79,285922.09,165600,120322.09,42.08,21,9.0,Payment Received,August,Q3,2024
SO-2024211,ZOR,2024-06-24,2024-07-11,2024-07-13,2024-08-15,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP01,20,SR001-Rahul Sharma,31,1202.69,1.17,36846.75,22320,14526.75,39.42,17,33.0,Payment Received,June,Q2,2024
SO-2024212,ZEX,2024-01-12,2024-01-25,2024-01-26,2024-03-09,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP01,20,SR005-Vikram Rao,11,9260.65,8.89,92815.37,56100,36715.37,39.56,13,43.0,Payment Received,January,Q1,2024
SO-2024213,ZOR,2024-04-28,2024-05-13,2024-05-15,2024-05-26,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP02,30,SR004-Meena Nair,41,6291.58,4.75,245709.58,147600,98109.58,39.93,15,11.0,Payment Received,April,Q2,2024
SO-2024214,ZOR,2024-12-26,2025-01-04,2025-01-06,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP01,20,SR003-Arjun Singh,49,15833.46,9.55,701730.57,441000,260730.57,37.16,9,,Invoiced,December,Q4,2024
SO-2024215,OR,2024-02-28,2024-03-10,2024-03-14,2024-04-16,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL02-Pune,SP02,20,SR005-Vikram Rao,41,5982.06,4.66,233826.28,147600,86226.28,36.88,11,33.0,Payment Received,February,Q1,2024
SO-2024216,OR,2024-11-10,2024-12-01,2024-12-02,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL03-Bangalore,SP01,30,SR004-Meena Nair,9,1196.37,2.86,10459.11,6480,3979.11,38.04,21,,Invoiced,November,Q4,2024
SO-2024217,ZOR,2024-03-11,2024-04-01,2024-04-05,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL01-Mumbai,SP03,10,SR004-Meena Nair,12,9207.0,6.45,103359.44,64800,38559.44,37.31,21,,Open,March,Q1,2024
SO-2024218,OR,2024-04-05,2024-04-18,2024-04-22,,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1003,Electrical,Electrical,PL02-Pune,SP03,30,SR004-Meena Nair,4,23756.22,11.42,84171.05,52800,31371.05,37.27,13,,Invoiced,April,Q2,2024
SO-2024219,OR,2024-07-31,2024-08-17,2024-08-21,2024-08-31,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL02-Pune,SP01,30,SR003-Arjun Singh,6,6208.86,9.55,33695.26,21600,12095.26,35.9,17,10.0,Payment Received,July,Q3,2024
SO-2024220,ZOR,2024-10-16,2024-11-03,2024-11-08,2024-12-10,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL02-Pune,SP03,10,SR004-Meena Nair,8,6215.44,3.21,48125.09,28800,19325.09,40.16,18,32.0,Payment Received,October,Q4,2024
SO-2024221,OR,2024-08-05,2024-08-11,2024-08-13,2024-09-01,C009,HDFC Bank,Delhi,Delhi,IN,Domestic,MAT-1004,Electrical,Electrical,PL01-Mumbai,SP01,10,SR005-Vikram Rao,3,3561.11,4.18,10236.45,6300,3936.45,38.46,6,19.0,Payment Received,August,Q3,2024
SO-2024222,ZEX,2024-12-29,2025-01-14,2025-01-16,2025-02-24,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1006,Electrical,Electrical,PL03-Bangalore,SP02,30,SR003-Arjun Singh,9,19219.09,9.76,156085.71,97200,58885.71,37.73,16,39.0,Payment Received,December,Q4,2024
SO-2024223,ZOR,2024-03-27,2024-04-09,2024-04-12,2024-04-30,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP02,10,SR003-Arjun Singh,37,34653.55,10.3,1150165.4,777000,373165.4,32.44,13,18.0,Payment Received,March,Q1,2024
SO-2024224,ZEX,2024-12-25,2025-01-01,2025-01-03,2025-01-12,C011,Global Tech Corp,New York,NY,US,Export,MAT-1003,Electrical,Electrical,PL02-Pune,SP02,10,SR005-Vikram Rao,46,21962.92,2.97,980281.9,607200,373081.9,38.06,7,9.0,Payment Received,December,Q4,2024
SO-2024225,ZEX,2024-11-17,2024-12-03,2024-12-07,,C011,Global Tech Corp,New York,NY,US,Export,MAT-1005,Raw Material,Raw Material,PL03-Bangalore,SP03,20,SR003-Arjun Singh,5,1254.05,10.56,5608.03,3600,2008.03,35.81,16,,Delivered,November,Q4,2024
SO-2024226,OR,2024-06-16,2024-07-07,2024-07-08,2024-09-01,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL03-Bangalore,SP02,10,SR005-Vikram Rao,50,6462.45,1.12,319510.99,180000,139510.99,43.66,21,55.0,Payment Received,June,Q2,2024
SO-2024227,ZOR,2024-08-07,2024-08-16,2024-08-20,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1004,Electrical,Electrical,PL02-Pune,SP02,30,SR001-Rahul Sharma,21,3759.88,4.05,75757.29,44100,31657.29,41.79,9,,Invoiced,August,Q3,2024
SO-2024228,OR,2024-11-16,2024-12-03,2024-12-04,,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP01,30,SR003-Arjun Singh,11,8637.64,0.01,95006.33,56100,38906.33,40.95,17,,Invoiced,November,Q4,2024
SO-2024229,OR,2024-02-17,2024-03-02,2024-03-05,2024-03-10,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL02-Pune,SP03,30,SR002-Priya Patel,24,1259.61,7.79,27876.63,17280,10596.63,38.01,14,5.0,Payment Received,February,Q1,2024
SO-2024230,ZOR,2024-12-26,2025-01-01,2025-01-02,2025-01-15,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP01,30,SR003-Arjun Singh,31,8174.37,7.12,235352.53,158100,77252.53,32.82,6,13.0,Payment Received,December,Q4,2024
SO-2024231,OR,2024-12-21,2024-12-28,2025-01-01,,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP02,10,SR004-Meena Nair,15,12089.53,8.77,165440.64,108000,57440.64,34.72,7,,Invoiced,December,Q4,2024
SO-2024232,ZEX,2024-11-24,2024-12-01,2024-12-02,2025-01-04,C013,Asia Pacific Traders,Singapore,SG,SG,Export,MAT-1003,Electrical,Electrical,PL03-Bangalore,SP01,30,SR002-Priya Patel,37,20927.97,7.8,713934.78,488400,225534.78,31.59,7,33.0,Payment Received,November,Q4,2024
SO-2024233,ZOR,2024-12-17,2025-01-03,2025-01-05,2025-01-10,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1010,Raw Material,Raw Material,PL02-Pune,SP02,10,SR002-Priya Patel,7,8739.02,1.48,60269.05,37800,22469.05,37.28,17,5.0,Payment Received,December,Q4,2024
SO-2024234,ZOR,2024-05-07,2024-05-27,2024-06-01,,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP02,10,SR005-Vikram Rao,47,8849.68,9.35,377054.93,239700,137354.93,36.43,20,,Delivered,May,Q2,2024
SO-2024235,OR,2024-04-06,2024-04-21,2024-04-24,2024-06-04,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP01,20,SR005-Vikram Rao,4,37364.96,9.53,135223.28,84000,51223.28,37.88,15,41.0,Payment Received,April,Q2,2024
SO-2024236,OR,2024-01-07,2024-01-21,2024-01-24,2024-02-01,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP02,10,SR001-Rahul Sharma,25,37769.27,6.82,879829.89,525000,354829.89,40.33,14,8.0,Payment Received,January,Q1,2024
SO-2024237,OR,2024-01-08,2024-01-19,2024-01-21,2024-01-23,C010,ITC Limited,Kolkata,West Bengal,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP02,20,SR004-Meena Nair,4,9284.57,4.78,35364.66,20400,14964.66,42.32,11,2.0,Payment Received,January,Q1,2024
SO-2024238,OR,2024-10-02,2024-10-09,2024-10-12,2024-10-17,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1009,Electrical,Electrical,PL02-Pune,SP03,30,SR001-Rahul Sharma,20,33664.86,11.05,598890.52,420000,178890.52,29.87,7,5.0,Payment Received,October,Q4,2024
SO-2024239,OR,2024-05-02,2024-05-06,2024-05-08,2024-05-13,C005,HCL Technologies,Noida,Uttar Pradesh,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR002-Priya Patel,28,11608.78,7.35,301162.79,201600,99562.79,33.06,4,5.0,Payment Received,May,Q2,2024
SO-2024240,ZOR,2024-12-28,2025-01-04,2025-01-05,2025-01-15,C002,Tata Consultancy Services,Pune,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL02-Pune,SP01,30,SR003-Arjun Singh,32,16394.29,6.28,491691.86,288000,203691.86,41.43,7,10.0,Payment Received,December,Q4,2024
SO-2024241,ZEX,2024-01-16,2024-01-29,2024-02-02,2024-02-19,C012,Euro Solutions GmbH,Berlin,Berlin,DE,Export,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR005-Vikram Rao,34,8156.44,8.55,253613.97,173400,80213.97,31.63,13,17.0,Payment Received,January,Q1,2024
SO-2024242,ZOR,2024-09-12,2024-10-03,2024-10-05,2024-10-28,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP01,30,SR005-Vikram Rao,11,14824.01,1.23,161050.51,99000,62050.51,38.53,21,23.0,Payment Received,September,Q3,2024
SO-2024243,OR,2024-01-07,2024-01-17,2024-01-18,2024-02-17,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1001,Mechanical,Mechanical,PL03-Bangalore,SP03,30,SR004-Meena Nair,24,15111.7,1.8,356148.95,216000,140148.95,39.35,10,30.0,Payment Received,January,Q1,2024
SO-2024244,ZOR,2024-05-07,2024-05-23,2024-05-26,,C004,Wipro Ltd,Hyderabad,Telangana,IN,Domestic,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP01,30,SR001-Rahul Sharma,5,18643.15,1.43,91880.13,54000,37880.13,41.23,16,,Open,May,Q2,2024
SO-2024245,OR,2024-08-26,2024-09-07,2024-09-10,2024-09-30,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL02-Pune,SP03,30,SR002-Priya Patel,6,8780.19,0.1,52630.77,30600,22030.77,41.86,12,20.0,Payment Received,August,Q3,2024
SO-2024246,OR,2024-10-29,2024-11-16,2024-11-18,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1006,Electrical,Electrical,PL01-Mumbai,SP01,30,SR003-Arjun Singh,35,19153.3,2.94,650646.62,378000,272646.62,41.9,18,,Open,October,Q4,2024
SO-2024247,ZEX,2024-06-20,2024-06-23,2024-06-27,2024-08-20,C011,Global Tech Corp,New York,NY,US,Export,MAT-1001,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR001-Rahul Sharma,48,15886.23,1.25,753027.4,432000,321027.4,42.63,3,54.0,Payment Received,June,Q2,2024
SO-2024248,OR,2024-02-17,2024-02-21,2024-02-23,,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1005,Raw Material,Raw Material,PL01-Mumbai,SP03,10,SR005-Vikram Rao,34,1214.35,10.75,36850.72,24480,12370.72,33.57,4,,Cancelled,February,Q1,2024
SO-2024249,OR,2024-02-08,2024-02-29,2024-03-05,2024-03-08,C003,Infosys Technologies,Bangalore,Karnataka,IN,Domestic,MAT-1007,Mechanical,Mechanical,PL02-Pune,SP02,30,SR003-Arjun Singh,28,12592.4,1.57,347056.85,201600,145456.85,41.91,21,3.0,Payment Received,February,Q1,2024
SO-2024250,OR,2024-05-19,2024-05-29,2024-05-30,,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1008,Mechanical,Mechanical,PL01-Mumbai,SP02,20,SR003-Arjun Singh,13,5822.5,9.24,68697.19,46800,21897.19,31.87,10,,Invoiced,May,Q2,2024
SO-2024251,OR,2024-10-01,2024-10-15,2024-10-17,,C007,Bajaj Auto Ltd,Pune,Maharashtra,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL03-Bangalore,SP02,30,SR005-Vikram Rao,20,8665.77,10.23,155585.55,102000,53585.55,34.44,14,,Invoiced,October,Q4,2024
SO-2024252,OR,2024-06-16,2024-06-23,2024-06-24,2024-08-08,C001,Reliance Industries Ltd,Mumbai,Maharashtra,IN,Domestic,MAT-1004,Electrical,Electrical,PL02-Pune,SP01,10,SR004-Meena Nair,16,3833.41,4.75,58418.14,33600,24818.14,42.48,7,45.0,Payment Received,June,Q2,2024
SO-2024253,OR,2024-10-08,2024-10-18,2024-10-19,,C008,Sun Pharma,Ahmedabad,Gujarat,IN,Domestic,MAT-1009,Electrical,Electrical,PL01-Mumbai,SP01,10,SR004-Meena Nair,7,37470.46,1.68,257893.19,147000,110893.19,43.0,10,,Delivered,October,Q4,2024
SO-2024254,ZOR,2024-10-25,2024-11-15,2024-11-18,2025-01-15,C006,Mahindra & Mahindra,Chennai,Tamil Nadu,IN,Domestic,MAT-1002,Mechanical,Mechanical,PL01-Mumbai,SP01,20,SR001-Rahul Sharma,5,8102.8,0.77,40200.53,25500,14700.53,36.57,21,58.0,Payment Received,October,Q4,2024
